lead_id,company_name,zip_code,lead_source,lead_status,industry,company_size,deal_value,sales_rep,created_date,close_date
LEAD-004923,Mcgee Group,83650,Referral,Won,Finance,201-500,154744,Carol Williams,2024-03-16,2024-05-13
LEAD-004924,"Kelley, Fritz and Davies",45409,Content,Qualified,Professional Services,201-500,233593,Eva Rodriguez,2024-12-12,
LEAD-004925,Galvan-Gordon,20187,Cold Outbound,Qualified,Other,11-50,20733,Bob Martinez,2024-07-31,
LEAD-004926,Ponce-Stewart,86540,Website,Qualified,Finance,11-50,12190,Carol Williams,2024-03-29,
LEAD-004927,Morse-Salinas,20781,Event,Opportunity,Retail,1-10,5457,Carol Williams,2024-09-01,
LEAD-004928,Sullivan-Taylor,41848,Website,New,Professional Services,201-500,125932,Bob Martinez,2024-01-19,
LEAD-004929,Cook-Griffin,38337,Website,New,Manufacturing,11-50,17271,Carol Williams,2024-06-21,
LEAD-004930,Bush-Long,61363,Website,Won,Other,51-200,34681,Bob Martinez,2024-06-23,2024-10-26
LEAD-004931,"Rogers, Miller and Woodward",34135,Website,Qualified,Retail,1-10,6741,Eva Rodriguez,2024-03-02,
LEAD-004932,Cunningham Ltd,43842,Website,Opportunity,Healthcare,51-200,41706,David Johnson,2024-11-16,
LEAD-004933,Wheeler PLC,71654,Referral,Lost,Retail,51-200,47683,Carol Williams,2024-12-29,
LEAD-004934,Barrera-Nguyen,29054,Website,Qualified,Technology,11-50,9638,David Johnson,2024-01-17,
LEAD-004935,Fuller-Collins,72117,Cold Outbound,Lost,Other,500+,522883,Bob Martinez,2024-01-11,2024-03-11
LEAD-004936,"Branch, Garcia and Hall",54435,Website,Qualified,Finance,500+,706476,Alice Chen,2024-02-02,
LEAD-004937,Ford PLC,20632,Partner,Lost,Healthcare,11-50,15092,Alice Chen,2024-05-30,2024-11-03
LEAD-004938,Burke Ltd,47201,Website,Lost,Finance,51-200,34274,Carol Williams,2024-01-08,2024-02-24
LEAD-004939,Murphy LLC,05468,Referral,Opportunity,Retail,500+,702892,Carol Williams,2024-09-30,
LEAD-004940,Fleming-Brown,68901,Cold Outbound,Opportunity,Retail,51-200,33675,David Johnson,2024-09-29,
LEAD-004941,Jackson Inc,52321,Event,Qualified,Manufacturing,500+,365445,David Johnson,2024-06-06,
LEAD-004942,"Oliver, Calhoun and Edwards",84005,Referral,Opportunity,Manufacturing,500+,650276,Carol Williams,2024-12-23,
LEAD-004943,Hale-Miller,59713,Website,New,Manufacturing,51-200,49833,David Johnson,2024-03-09,
LEAD-004944,Orozco Ltd,72051,Cold Outbound,Qualified,Professional Services,11-50,15736,Alice Chen,2024-02-22,
LEAD-004945,Kim LLC,69023,Website,Qualified,Retail,51-200,55221,Carol Williams,2024-10-31,
LEAD-004946,"Howard, Hayden and Smith",25534,Event,Opportunity,Technology,51-200,62890,Carol Williams,2024-11-29,
LEAD-004947,Malone-Lyons,63857,Website,Opportunity,Manufacturing,500+,456530,Eva Rodriguez,2024-01-20,
LEAD-004948,Flores LLC,48146,Website,New,Healthcare,1-10,2449,Bob Martinez,2024-03-24,
LEAD-004949,"Arias, Knox and Reed",76040,Referral,Opportunity,Other,11-50,19577,Eva Rodriguez,2024-11-05,
LEAD-004950,"Parks, Chapman and Alexander",61025,Website,Qualified,Professional Services,51-200,73619,Carol Williams,2024-12-11,
LEAD-004951,"Morgan, Kim and Williams",24882,Referral,New,Technology,500+,606461,Alice Chen,2024-11-20,
LEAD-004952,Garcia-Ramos,12788,Referral,Qualified,Other,11-50,13663,Alice Chen,2024-03-15,
LEAD-004953,Ford PLC,39335,Referral,New,Finance,1-10,3208,Eva Rodriguez,2024-01-20,
LEAD-004954,Erickson-Lawrence,73069,Partner,Opportunity,Technology,1-10,4473,David Johnson,2024-05-22,
LEAD-004955,"Johnson, Hall and Potter",02886,Referral,Opportunity,Other,51-200,37156,Alice Chen,2024-01-26,
LEAD-004956,Smith Group,43605,Partner,Won,Finance,11-50,20273,Bob Martinez,2024-04-21,2024-10-05
LEAD-004957,"Howell, Booker and Mejia",04495,Event,New,Retail,51-200,42654,Eva Rodriguez,2024-01-05,
LEAD-004958,Vaughn PLC,05084,Referral,Qualified,Technology,51-200,54159,Eva Rodriguez,2024-02-16,
LEAD-004959,Ramirez and Sons,43570,Partner,Opportunity,Healthcare,11-50,14584,David Johnson,2024-12-30,
LEAD-004960,Johns Group,28543,Partner,New,Retail,1-10,3632,Eva Rodriguez,2024-01-18,
LEAD-004961,"Carr, Compton and Mitchell",12957,Cold Outbound,Won,Professional Services,51-200,37277,Eva Rodriguez,2024-01-28,2024-05-16
LEAD-004962,"Evans, Austin and Davis",49770,Partner,Opportunity,Professional Services,11-50,16239,Eva Rodriguez,2024-03-26,
LEAD-004963,"Rogers, Gilbert and Mcclain",57732,Referral,New,Healthcare,201-500,118485,Carol Williams,2024-07-30,
LEAD-004964,Reed-Brady,39062,Partner,Qualified,Healthcare,11-50,19258,Alice Chen,2024-12-19,
LEAD-004965,Parks-Peterson,21788,Website,Opportunity,Finance,51-200,36055,Carol Williams,2024-01-18,
LEAD-004966,Hughes-Johnson,60913,Website,New,Technology,1-10,3882,David Johnson,2024-06-07,
LEAD-004967,Hudson-Lane,11731,Website,Won,Finance,51-200,61731,Bob Martinez,2024-09-07,
LEAD-004968,Sanders Group,72729,Website,Qualified,Retail,1-10,7571,David Johnson,2024-12-20,
LEAD-004969,"Brown, Payne and Love",88324,Referral,Qualified,Professional Services,51-200,32320,Eva Rodriguez,2024-07-04,
LEAD-004970,Williams-Dominguez,36313,Event,New,Manufacturing,11-50,24414,Bob Martinez,2024-04-03,
LEAD-004971,Mason-Benson,79103,Website,Qualified,Technology,1-10,4195,Carol Williams,2024-02-18,
LEAD-004972,"Preston, Robinson and Lee",54720,Referral,Won,Healthcare,11-50,22926,Eva Rodriguez,2024-11-25,
LEAD-004973,Parker-Hale,90291,Website,Won,Manufacturing,1-10,5187,Bob Martinez,2024-05-25,2024-08-25
LEAD-004974,Smith Group,49012,Partner,New,Technology,51-200,45071,Bob Martinez,2024-07-09,
LEAD-004975,Bennett-Charles,54736,Cold Outbound,Qualified,Healthcare,500+,624098,Eva Rodriguez,2024-03-02,
LEAD-004976,Murphy-Robinson,27217,Cold Outbound,Won,Technology,201-500,152700,Eva Rodriguez,2024-09-02,2024-11-09
LEAD-004977,Poole-Jones,95129,Website,Opportunity,Healthcare,1-10,5762,Eva Rodriguez,2024-03-23,
LEAD-004978,Edwards-Anderson,01107,Referral,New,Technology,500+,272674,David Johnson,2024-05-31,
LEAD-004979,Mitchell Group,70802,Event,Lost,Technology,1-10,6744,David Johnson,2024-07-27,2024-08-30
LEAD-004980,White-Brown,50515,Cold Outbound,New,Other,51-200,46878,Carol Williams,2024-03-13,
LEAD-004981,"Valentine, Park and Hernandez",90254,Referral,Won,Professional Services,11-50,14946,Alice Chen,2024-11-02,
LEAD-004982,Parker Inc,05471,Cold Outbound,New,Retail,1-10,6067,Eva Rodriguez,2024-01-28,
LEAD-004983,Mclaughlin Inc,06516,Event,Qualified,Finance,201-500,147960,Carol Williams,2024-08-09,
LEAD-004984,Day Group,22602,Referral,Qualified,Healthcare,1-10,4155,David Johnson,2024-11-21,
LEAD-004985,"Williams, Sanchez and Walsh",60420,Event,Qualified,Healthcare,11-50,24922,Alice Chen,2024-07-29,
LEAD-004986,"Mcintyre, Dixon and Sanchez",45237,Website,Qualified,Healthcare,11-50,8735,Alice Chen,2024-02-28,
LEAD-004987,Davis Group,85307,Website,Opportunity,Healthcare,201-500,194622,David Johnson,2024-06-21,
LEAD-004988,Norton PLC,39531,Website,Opportunity,Other,500+,669246,Eva Rodriguez,2024-12-26,
LEAD-004989,Campbell Ltd,86053,Cold Outbound,Lost,Finance,51-200,50642,Bob Martinez,2024-05-09,2024-08-01
LEAD-004990,Cook-Walter,76486,Content,Lost,Technology,51-200,59995,Bob Martinez,2024-08-06,2024-12-25
LEAD-004991,"Tyler, Daniels and Morris",78617,Website,Opportunity,Technology,201-500,174398,Alice Chen,2024-08-07,
LEAD-004992,Miller PLC,03249,Event,New,Retail,11-50,6427,Eva Rodriguez,2024-10-13,
LEAD-004993,"Wise, Collins and Foster",22027,Referral,Opportunity,Professional Services,11-50,20441,David Johnson,2024-03-30,
LEAD-004994,Barnes and Sons,76444,Website,New,Finance,1-10,2735,David Johnson,2024-11-05,
LEAD-004995,Dyer and Sons,42759,Partner,Won,Technology,1-10,3078,Alice Chen,2024-06-26,2024-12-20
LEAD-004996,Gomez-Lopez,42728,Cold Outbound,Opportunity,Manufacturing,11-50,15670,Alice Chen,2024-04-09,
LEAD-004997,Lucero-Wu,32648,Event,New,Technology,11-50,18774,Eva Rodriguez,2024-09-26,
LEAD-004998,"Martinez, Solomon and Wilson",95747,Referral,New,Other,11-50,11892,Eva Rodriguez,2024-11-07,
LEAD-004999,Wilkinson-Perez,11428,Website,Opportunity,Retail,11-50,27057,Bob Martinez,2024-10-19,
LEAD-005000,"Smith, Lopez and Graves",65653,Event,Lost,Finance,11-50,12827,David Johnson,2024-03-06,2024-04-14
LEAD-005001,Holland PLC,68346,Partner,Qualified,Healthcare,51-200,62516,David Johnson,2024-10-08,
LEAD-005002,"Jackson, Gomez and Lozano",98039,Referral,New,Retail,51-200,68025,Eva Rodriguez,2024-11-01,
LEAD-005003,Boyd Group,16226,Event,Qualified,Manufacturing,1-10,3833,Bob Martinez,2024-10-07,
LEAD-005004,Parks PLC,60612,Website,Qualified,Healthcare,51-200,69366,Eva Rodriguez,2024-02-06,
LEAD-005005,Rodriguez-Rodriguez,36862,Partner,Opportunity,Finance,11-50,12797,Eva Rodriguez,2024-06-18,
LEAD-005006,Nichols LLC,45880,Website,Lost,Manufacturing,1-10,3164,Bob Martinez,2024-08-01,
LEAD-005007,"Miller, Chapman and Edwards",37076,Website,Lost,Retail,51-200,7316,Bob Martinez,2024-10-18,2024-12-23
LEAD-005008,Vaughn-Ruiz,68815,Referral,New,Healthcare,11-50,14855,Bob Martinez,2024-09-30,
LEAD-005009,"Davis, Hawkins and Williams",65262,Cold Outbound,Opportunity,Finance,11-50,14297,Carol Williams,2024-01-20,
LEAD-005010,Stark-Mendoza,22503,Website,Opportunity,Manufacturing,1-10,3756,Bob Martinez,2024-10-24,
LEAD-005011,"Munoz, Robinson and Kelley",95956,Event,New,Technology,11-50,14053,Carol Williams,2024-05-25,
LEAD-005012,"Bender, Romero and Perkins",97375,Cold Outbound,Lost,Retail,51-200,35738,Eva Rodriguez,2024-12-15,
LEAD-005013,Lara LLC,77085,Cold Outbound,Lost,Other,11-50,19119,Alice Chen,2024-05-08,2024-08-26
LEAD-005014,Cline-Sandoval,43028,Cold Outbound,Opportunity,Retail,1-10,3601,Eva Rodriguez,2024-07-18,
LEAD-005015,Jackson Group,25437,Website,Qualified,Manufacturing,11-50,11171,Alice Chen,2024-03-04,
LEAD-005016,Brown PLC,35213,Referral,Lost,Finance,1-10,4356,Eva Rodriguez,2024-03-24,2024-06-16
LEAD-005017,"Phillips, Anderson and House",44216,Referral,Won,Retail,1-10,4103,David Johnson,2024-03-29,2024-09-22
LEAD-005018,Bates and Sons,92093,Partner,Lost,Healthcare,11-50,19387,Bob Martinez,2024-01-23,2024-06-11
LEAD-005019,Davis-Ramirez,83355,Partner,Qualified,Technology,201-500,180981,David Johnson,2024-04-18,
LEAD-005020,"Lewis, Anderson and Curry",73772,Website,Opportunity,Other,11-50,16560,David Johnson,2024-07-22,
LEAD-005021,"Rodriguez, Fisher and Ashley",84759,Website,Qualified,Finance,11-50,15831,Alice Chen,2024-05-19,
LEAD-005022,"Morrison, Gonzalez and Smith",99709,Website,Won,Retail,11-50,17768,Carol Williams,2024-02-19,2024-07-18
LEAD-005023,"Burton, Smith and Johnson",83460,Event,Opportunity,Technology,1-10,5788,Carol Williams,2024-03-21,
LEAD-005024,Hill Ltd,77045,Content,New,Professional Services,11-50,14524,Eva Rodriguez,2024-09-27,
LEAD-005025,Robinson and Sons,05461,Website,Opportunity,Healthcare,51-200,53783,Alice Chen,2024-02-20,
LEAD-005026,"Gonzales, Howard and Arias",57747,Website,New,Manufacturing,51-200,64074,David Johnson,2024-09-27,
LEAD-005027,Sanchez Ltd,31798,Partner,Opportunity,Retail,11-50,14387,Eva Rodriguez,2024-03-16,
LEAD-005028,Roach and Sons,23955,Cold Outbound,Qualified,Healthcare,11-50,21678,David Johnson,2024-07-14,
LEAD-005029,Butler Inc,52168,Referral,Opportunity,Professional Services,201-500,140798,Carol Williams,2024-06-07,
LEAD-005030,Foster-Smith,40380,Website,Opportunity,Healthcare,51-200,28245,Bob Martinez,2024-11-16,
LEAD-005031,Cooper PLC,27866,Website,Qualified,Professional Services,500+,638034,David Johnson,2024-03-30,
LEAD-005032,Bryant-Kelly,65649,Partner,Opportunity,Finance,11-50,19701,David Johnson,2024-12-16,
LEAD-005033,"Davis, Medina and Anderson",39520,Cold Outbound,Won,Professional Services,51-200,52671,David Johnson,2024-01-28,2024-05-29
LEAD-005034,"Johnson, Martin and George",11719,Website,Opportunity,Other,500+,527175,Eva Rodriguez,2024-06-10,
LEAD-005035,"Stephenson, Jennings and Newton",58105,Event,Qualified,Healthcare,500+,508226,Alice Chen,2024-07-01,
LEAD-005036,Gray-Franklin,83420,Referral,Opportunity,Other,51-200,42363,Alice Chen,2024-11-30,
LEAD-005037,Perkins PLC,17069,Website,Won,Healthcare,201-500,96272,David Johnson,2024-03-25,2024-07-10
LEAD-005038,Raymond Inc,75490,Referral,Qualified,Healthcare,11-50,5868,Eva Rodriguez,2024-04-12,
LEAD-005039,Wilkinson Ltd,10172,Event,Qualified,Technology,51-200,44184,Alice Chen,2024-07-29,
LEAD-005040,Jones-Hughes,15831,Event,Opportunity,Healthcare,51-200,32594,Alice Chen,2024-03-03,
LEAD-005041,Bradley and Sons,71259,Partner,Opportunity,Retail,11-50,9389,Carol Williams,2024-12-30,
LEAD-005042,Barnes Inc,38610,Cold Outbound,Opportunity,Finance,11-50,14882,Alice Chen,2024-07-13,
LEAD-005043,Richardson PLC,76559,Website,Opportunity,Manufacturing,11-50,28507,David Johnson,2024-12-09,
LEAD-005044,Novak-Butler,99623,Content,Opportunity,Professional Services,11-50,18394,Carol Williams,2024-12-18,
LEAD-005045,Stevens-Mullins,97627,Referral,Won,Technology,51-200,50694,Eva Rodriguez,2024-12-12,
LEAD-005046,Reyes Ltd,24066,Partner,Lost,Other,51-200,59482,Carol Williams,2024-06-02,2024-08-13
LEAD-005047,Miller PLC,40068,Website,Qualified,Finance,51-200,53559,Bob Martinez,2024-11-08,
LEAD-005048,Cox-Brown,97830,Event,Opportunity,Healthcare,201-500,96906,Eva Rodriguez,2024-08-13,
LEAD-005049,Maxwell-Logan,27970,Cold Outbound,New,Retail,11-50,15515,Bob Martinez,2024-04-26,
LEAD-005050,"Johnson, Sanford and Myers",89450,Referral,Lost,Healthcare,11-50,9447,Eva Rodriguez,2024-03-17,2024-07-26
LEAD-005051,"Torres, Carrillo and Love",57331,Event,Opportunity,Professional Services,11-50,18031,Alice Chen,2024-08-08,
LEAD-005052,Cooper-Turner,77064,Event,Qualified,Manufacturing,11-50,17825,David Johnson,2024-08-22,
LEAD-005053,Jackson-Lopez,45711,Event,Won,Professional Services,11-50,8757,Carol Williams,2024-11-24,2024-12-28
LEAD-005054,Cruz Group,45891,Referral,New,Other,1-10,2996,Bob Martinez,2024-12-08,
LEAD-005055,Davis and Sons,12405,Cold Outbound,Qualified,Other,51-200,39597,Eva Rodriguez,2024-04-09,
LEAD-005056,Floyd Ltd,38340,Partner,Opportunity,Manufacturing,11-50,19239,Bob Martinez,2024-02-23,
LEAD-005057,"Cooper, Pena and Dominguez",33328,Referral,Qualified,Healthcare,500+,404733,David Johnson,2024-04-13,
LEAD-005058,"Hernandez, Shelton and Horn",56080,Website,Qualified,Other,11-50,20068,Carol Williams,2024-09-04,
LEAD-005059,Ferguson Group,85535,Referral,Won,Finance,11-50,17879,Eva Rodriguez,2024-08-18,2024-11-29
LEAD-005060,"Williamson, Singh and Conrad",35022,Website,Qualified,Healthcare,201-500,117599,Alice Chen,2024-02-27,
LEAD-005061,"Allen, Collins and Hoover",36615,Website,Won,Healthcare,11-50,8244,Bob Martinez,2024-02-02,2024-04-21
LEAD-005062,"Burke, Fleming and Baker",64420,Website,Qualified,Manufacturing,11-50,23177,Carol Williams,2024-03-19,
LEAD-005063,"Morgan, Allen and Anderson",16640,Cold Outbound,Opportunity,Healthcare,1-10,5215,Carol Williams,2024-04-19,
LEAD-005064,Dickson-Lopez,44126,Referral,Opportunity,Manufacturing,11-50,16963,Eva Rodriguez,2024-05-21,
LEAD-005065,"Brown, Schmidt and Walker",31042,Partner,New,Finance,11-50,8772,David Johnson,2024-04-11,
LEAD-005066,Avery Inc,97530,Website,Opportunity,Healthcare,11-50,11784,Alice Chen,2024-11-10,
LEAD-005067,"Allen, Miller and Davenport",25053,Partner,Opportunity,Other,11-50,23345,Alice Chen,2024-11-25,
LEAD-005068,"Rice, Sullivan and Brooks",12750,Content,Qualified,Professional Services,11-50,10188,Carol Williams,2024-10-06,
LEAD-005069,Wood-Owens,16143,Partner,Qualified,Other,1-10,3203,Bob Martinez,2024-10-09,
LEAD-005070,Hendricks-Elliott,71923,Event,New,Technology,1-10,6253,Alice Chen,2024-04-14,
LEAD-005071,Rivera-Chavez,11201,Website,Qualified,Professional Services,1-10,5752,Alice Chen,2024-08-15,
LEAD-005072,"Jacobson, Salinas and Adams",37828,Website,Qualified,Other,51-200,31497,David Johnson,2024-10-26,
LEAD-005073,"Rogers, Gonzalez and Rasmussen",92646,Event,Lost,Retail,11-50,16756,Carol Williams,2024-06-18,2024-11-19
LEAD-005074,Elliott-Ritter,58549,Cold Outbound,Opportunity,Healthcare,51-200,41962,Eva Rodriguez,2024-04-15,
LEAD-005075,Hughes-Chandler,83858,Event,Opportunity,Healthcare,11-50,18886,David Johnson,2024-10-28,
LEAD-005076,"Reyes, Roman and Jordan",78066,Website,Lost,Retail,11-50,18917,Eva Rodriguez,2024-12-17,
LEAD-005077,Martinez-Thompson,27891,Cold Outbound,Opportunity,Healthcare,500+,697526,David Johnson,2024-04-20,
LEAD-005078,Johnson-Wolfe,49958,Website,New,Technology,11-50,10427,Carol Williams,2024-01-04,
LEAD-005079,"Rivera, Roberson and Montgomery",91355,Event,Won,Professional Services,11-50,17416,Bob Martinez,2024-04-28,2024-06-24
LEAD-005080,"Miller, Peterson and Hodges",68971,Event,New,Healthcare,11-50,12984,Alice Chen,2024-08-19,
LEAD-005081,Morris LLC,04355,Cold Outbound,Lost,Technology,11-50,13233,Bob Martinez,2024-08-11,2024-12-28
LEAD-005082,Sanders-Richard,78560,Referral,Opportunity,Finance,1-10,4733,Eva Rodriguez,2024-03-11,
LEAD-005083,Castaneda and Sons,25126,Website,Qualified,Retail,51-200,71661,Bob Martinez,2024-01-06,
LEAD-005084,Berg-Hill,90814,Referral,New,Technology,51-200,42177,Alice Chen,2024-04-03,
LEAD-005085,Frank-Chapman,23917,Cold Outbound,Opportunity,Retail,201-500,182086,Carol Williams,2024-02-16,
LEAD-005086,White-Martinez,06262,Cold Outbound,Opportunity,Technology,51-200,60881,Alice Chen,2024-11-11,
LEAD-005087,Williams-Contreras,44127,Referral,Opportunity,Technology,201-500,93404,Carol Williams,2024-04-12,
LEAD-005088,"Stephens, Gonzalez and Sparks",28031,Website,New,Other,11-50,21721,Bob Martinez,2024-03-02,
LEAD-005089,Velasquez-Turner,58256,Website,Opportunity,Other,51-200,29496,Alice Chen,2024-05-03,
LEAD-005090,Lewis-Pacheco,58402,Referral,Lost,Professional Services,1-10,4322,Eva Rodriguez,2024-06-24,2024-10-15
LEAD-005091,"Gutierrez, Barrett and Ellis",59441,Referral,Opportunity,Retail,1-10,5379,David Johnson,2024-02-10,
LEAD-005092,"Mckee, Johnson and Brewer",80107,Cold Outbound,Qualified,Other,51-200,49522,David Johnson,2024-10-10,
LEAD-005093,Simpson PLC,98430,Event,Won,Other,51-200,65140,Bob Martinez,2024-11-15,
LEAD-005094,Gillespie-Thomas,18325,Website,Qualified,Professional Services,51-200,46719,David Johnson,2024-02-16,
LEAD-005095,Richardson PLC,92127,Partner,Qualified,Other,11-50,12772,Bob Martinez,2024-06-22,
LEAD-005096,Hendricks PLC,61546,Partner,Lost,Other,1-10,6608,Alice Chen,2024-04-19,2024-09-06
LEAD-005097,Moore-Cox,07107,Website,Won,Manufacturing,201-500,108126,Eva Rodriguez,2024-09-12,
LEAD-005098,Stevenson-Thompson,80466,Cold Outbound,Opportunity,Technology,51-200,34494,Eva Rodriguez,2024-12-11,
LEAD-005099,"Salinas, Green and Richard",84713,Cold Outbound,Opportunity,Retail,51-200,55490,Eva Rodriguez,2024-09-09,
LEAD-005100,"Jimenez, Rodriguez and Lee",04780,Referral,Qualified,Finance,1-10,4700,David Johnson,2024-03-04,
LEAD-005101,"Peck, Rhodes and Holt",49643,Website,Opportunity,Other,1-10,7973,Eva Rodriguez,2024-06-08,
LEAD-005102,Hutchinson-Hoover,44054,Referral,Opportunity,Professional Services,11-50,14724,Eva Rodriguez,2024-03-27,
LEAD-005103,Ford-Anderson,55107,Partner,Qualified,Professional Services,201-500,107786,Carol Williams,2024-06-15,
LEAD-005104,Fleming-Russell,22957,Partner,Won,Technology,11-50,11889,Alice Chen,2024-03-16,2024-06-26
LEAD-005105,Smith-Ramirez,95389,Website,Lost,Professional Services,500+,401480,Carol Williams,2024-01-25,2024-05-08
LEAD-005106,"Wilcox, Buckley and Soto",40348,Cold Outbound,Opportunity,Manufacturing,51-200,77791,Eva Rodriguez,2024-05-18,
LEAD-005107,Cervantes PLC,28278,Cold Outbound,Qualified,Professional Services,1-10,4792,Alice Chen,2024-01-25,
LEAD-005108,Pennington LLC,62423,Event,Opportunity,Finance,51-200,51825,Carol Williams,2024-05-06,
LEAD-005109,"Stone, Riggs and Johnson",82332,Website,Opportunity,Professional Services,11-50,17157,Bob Martinez,2024-12-23,
LEAD-005110,Webb Ltd,71260,Partner,Opportunity,Professional Services,500+,485693,Bob Martinez,2024-03-10,
LEAD-005111,"Anderson, Parker and Flores",50073,Referral,Won,Healthcare,11-50,14276,Bob Martinez,2024-09-14,2024-10-20
LEAD-005112,Wilson Inc,51241,Referral,Opportunity,Professional Services,11-50,15750,Carol Williams,2024-08-22,
LEAD-005113,Perez-Berry,68720,Referral,Qualified,Technology,201-500,185277,Carol Williams,2024-11-03,
LEAD-005114,Hammond and Sons,22035,Website,Qualified,Retail,1-10,5609,Bob Martinez,2024-10-23,
LEAD-005115,Rice-Burton,30233,Referral,Opportunity,Manufacturing,51-200,47880,Bob Martinez,2024-02-03,
LEAD-005116,Holder-Kerr,51637,Referral,Won,Other,201-500,191495,Alice Chen,2024-03-18,2024-09-11
LEAD-005117,Gonzalez PLC,71064,Website,Opportunity,Technology,51-200,58991,Eva Rodriguez,2024-05-14,
LEAD-005118,Fletcher-Holmes,96021,Referral,New,Technology,11-50,23459,Carol Williams,2024-05-31,
LEAD-005119,Knox Inc,48416,Website,Opportunity,Other,11-50,14331,Carol Williams,2024-08-21,
LEAD-005120,"Lopez, Barber and Chase",95257,Cold Outbound,Qualified,Manufacturing,11-50,10306,David Johnson,2024-10-31,
LEAD-005121,Cooper Ltd,55926,Cold Outbound,New,Technology,500+,466897,David Johnson,2024-05-25,
LEAD-005122,"Bell, Barry and Hopkins",79413,Referral,Opportunity,Other,1-10,3386,Eva Rodriguez,2024-03-23,
LEAD-005123,Hernandez and Sons,70071,Referral,Qualified,Technology,11-50,22194,Alice Chen,2024-09-05,
LEAD-005124,"Townsend, Ramos and Lyons",83704,Website,Opportunity,Healthcare,51-200,43499,Alice Chen,2024-03-14,
LEAD-005125,"Morrison, Thompson and Mitchell",08822,Cold Outbound,New,Professional Services,201-500,142763,David Johnson,2024-11-27,
LEAD-005126,Vazquez-Clayton,20902,Referral,Opportunity,Professional Services,51-200,71935,Alice Chen,2024-10-30,
LEAD-005127,Casey and Sons,73169,Cold Outbound,New,Healthcare,11-50,17812,David Johnson,2024-02-20,
LEAD-005128,Henderson Inc,32119,Partner,New,Retail,201-500,121421,Eva Rodriguez,2024-07-16,
LEAD-005129,Stanton-Harrison,80421,Event,Won,Healthcare,500+,428386,David Johnson,2024-02-05,2024-03-26
LEAD-005130,Arnold Group,01063,Website,Qualified,Finance,11-50,20130,Alice Chen,2024-01-18,
LEAD-005131,"Lopez, Lawson and French",69169,Cold Outbound,Lost,Retail,1-10,5227,Bob Martinez,2024-02-16,2024-04-30
LEAD-005132,"Roman, Gallegos and Gonzalez",81301,Website,Opportunity,Other,1-10,2331,Alice Chen,2024-01-15,
LEAD-005133,Smith Inc,62091,Website,Qualified,Professional Services,51-200,40816,Alice Chen,2024-03-01,
LEAD-005134,Garcia-Newman,49862,Partner,Qualified,Healthcare,1-10,5503,Eva Rodriguez,2024-11-15,
LEAD-005135,"Walker, Estes and Byrd",76841,Referral,Lost,Manufacturing,11-50,21856,David Johnson,2024-09-02,2024-10-28
LEAD-005136,Mccarthy Group,45147,Referral,Qualified,Healthcare,11-50,19793,David Johnson,2024-09-15,
LEAD-005137,"Graham, Zimmerman and Baker",23119,Referral,New,Finance,1-10,4448,Carol Williams,2024-11-29,
LEAD-005138,Chan-Mendoza,44286,Event,Qualified,Other,51-200,35314,Alice Chen,2024-05-05,
LEAD-005139,Molina-Anderson,36761,Content,Qualified,Professional Services,201-500,143475,David Johnson,2024-03-22,
LEAD-005140,Hendrix and Sons,50125,Referral,New,Finance,51-200,35834,Eva Rodriguez,2024-02-25,
LEAD-005141,Gillespie PLC,97621,Website,Qualified,Manufacturing,500+,446859,Carol Williams,2024-01-07,
LEAD-005142,"Rodriguez, Lawson and King",95128,Website,New,Retail,1-10,5807,Bob Martinez,2024-02-29,
LEAD-005143,Castro-Santiago,31030,Event,Qualified,Healthcare,201-500,191984,Eva Rodriguez,2024-10-14,
LEAD-005144,"Moore, Cabrera and Ewing",77037,Referral,New,Professional Services,500+,345300,Alice Chen,2024-09-02,
LEAD-005145,White LLC,31029,Referral,New,Professional Services,11-50,18708,David Johnson,2024-06-06,
LEAD-005146,Bennett PLC,56257,Cold Outbound,Opportunity,Technology,51-200,32973,Carol Williams,2024-05-11,
LEAD-005147,Watson Inc,68321,Event,Opportunity,Healthcare,1-10,4374,Eva Rodriguez,2024-12-15,
LEAD-005148,Allen-Prince,28376,Website,Opportunity,Other,500+,523874,Alice Chen,2024-11-02,
LEAD-005149,"Mendoza, Lindsey and Jones",65329,Referral,Won,Healthcare,500+,251376,Bob Martinez,2024-09-08,
LEAD-005150,Schmidt LLC,72045,Referral,Opportunity,Technology,1-10,7678,Carol Williams,2024-06-03,
LEAD-005151,"Mcguire, Hill and Carey",45503,Content,Opportunity,Retail,11-50,17193,Carol Williams,2024-01-03,
LEAD-005152,Caldwell-Perez,53074,Website,Qualified,Finance,11-50,25022,David Johnson,2024-08-05,
LEAD-005153,Barton-Delgado,57429,Referral,Opportunity,Retail,11-50,17369,Alice Chen,2024-05-05,
LEAD-005154,Smith Ltd,71049,Content,Qualified,Manufacturing,11-50,8270,Carol Williams,2024-01-28,
LEAD-005155,Hampton and Sons,27407,Partner,Qualified,Retail,500+,681137,David Johnson,2024-06-04,
LEAD-005156,"Brown, Mueller and Beck",50533,Referral,Won,Healthcare,51-200,56572,Alice Chen,2024-03-30,2024-05-21
LEAD-005157,"Clayton, Wells and Diaz",36266,Website,Opportunity,Manufacturing,11-50,11625,Eva Rodriguez,2024-01-25,
LEAD-005158,Cross-Gibbs,15347,Event,Opportunity,Healthcare,500+,498589,Eva Rodriguez,2024-01-18,
LEAD-005159,Flores-Carroll,58625,Website,Qualified,Manufacturing,11-50,12641,Bob Martinez,2024-11-06,
