lead_id,company_name,zip_code,lead_source,lead_status,industry,company_size,deal_value,sales_rep,created_date,close_date
LEAD-005429,Chavez-Martinez,98314,Cold Outbound,New,Healthcare,51-200,60856,David Johnson,2024-05-26,
LEAD-005430,Gutierrez-Cisneros,00697,Website,Qualified,Finance,201-500,132148,Eva Rodriguez,2024-02-24,
LEAD-005431,Francis-Herman,36923,Cold Outbound,Lost,Professional Services,201-500,66901,Carol Williams,2024-03-08,2024-04-21
LEAD-005432,Taylor and Sons,18017,Website,Qualified,Healthcare,51-200,32223,Carol Williams,2024-09-21,
LEAD-005433,"Irwin, Adams and Chapman",05693,Referral,Qualified,Finance,11-50,10564,Eva Rodriguez,2024-01-29,
LEAD-005434,Hardy Group,73079,Website,Lost,Professional Services,11-50,8900,Alice Chen,2024-03-26,2024-06-13
LEAD-005435,Freeman-Williamson,02617,Website,Won,Healthcare,51-200,62444,David Johnson,2024-02-06,2024-04-17
LEAD-005436,Lin-Mendez,43413,Partner,Opportunity,Professional Services,11-50,17164,David Johnson,2024-02-28,
LEAD-005437,"Torres, Olsen and Martinez",39005,Partner,Lost,Healthcare,11-50,19018,Eva Rodriguez,2024-01-11,2024-04-23
LEAD-005438,"Martin, Sanchez and Garrison",08714,Event,Opportunity,Other,500+,452899,David Johnson,2024-06-26,
LEAD-005439,York-Velez,57423,Website,Won,Other,11-50,22146,Bob Martinez,2024-12-08,
LEAD-005440,Taylor-Lamb,07388,Referral,New,Manufacturing,11-50,16176,David Johnson,2024-02-12,
LEAD-005441,"Reyes, Burns and Anderson",29098,Cold Outbound,Opportunity,Finance,201-500,93861,Bob Martinez,2024-01-26,
LEAD-005442,"Richards, Christensen and Moss",84760,Website,Qualified,Finance,51-200,55338,Eva Rodriguez,2024-05-28,
LEAD-005443,"Schultz, Kelly and Chang",84303,Event,Opportunity,Healthcare,51-200,68572,David Johnson,2024-03-11,
LEAD-005444,Jennings-Bennett,34934,Cold Outbound,Opportunity,Healthcare,51-200,70478,Alice Chen,2024-11-11,
LEAD-005445,Evans Inc,03951,Partner,Opportunity,Retail,51-200,65414,Alice Chen,2024-03-25,
LEAD-005446,"Morris, Kaufman and Paul",44347,Website,Opportunity,Other,51-200,50596,Carol Williams,2024-05-13,
LEAD-005447,Chandler and Sons,36032,Website,New,Professional Services,500+,287901,Alice Chen,2024-10-29,
LEAD-005448,Schaefer-Scott,72502,Cold Outbound,New,Other,11-50,15917,David Johnson,2024-06-04,
LEAD-005449,Taylor-Ferguson,70748,Event,Opportunity,Manufacturing,500+,325502,Bob Martinez,2024-03-29,
LEAD-005450,"Smith, Harrison and Allen",31096,Content,New,Professional Services,51-200,71391,David Johnson,2024-01-26,
LEAD-005451,Buckley-Hill,96342,Cold Outbound,Opportunity,Healthcare,1-10,7194,David Johnson,2024-10-13,
LEAD-005452,"Miller, Parks and Carter",26449,Referral,Qualified,Retail,1-10,8336,Carol Williams,2024-02-27,
LEAD-005453,Davis-Green,77618,Partner,Won,Technology,11-50,17395,Carol Williams,2024-06-26,2024-08-08
LEAD-005454,"Holmes, Lawrence and Stewart",08827,Cold Outbound,Opportunity,Healthcare,11-50,18926,Eva Rodriguez,2024-02-22,
LEAD-005455,"Smith, Smith and Morris",32464,Referral,Qualified,Finance,51-200,51464,Carol Williams,2024-06-20,
LEAD-005456,Curtis-Coleman,67850,Referral,Won,Retail,11-50,16866,Bob Martinez,2024-03-16,2024-07-21
LEAD-005457,Hale LLC,66305,Website,Qualified,Technology,11-50,13558,David Johnson,2024-01-21,
LEAD-005458,Garcia Ltd,70744,Referral,New,Technology,11-50,13482,Alice Chen,2024-07-05,
LEAD-005459,Miller and Sons,76823,Referral,Won,Retail,11-50,13415,Carol Williams,2024-02-02,2024-07-17
LEAD-005460,Davis-Brown,30495,Website,Opportunity,Retail,11-50,6726,Carol Williams,2024-06-17,
LEAD-005461,Nichols-Jackson,14117,Event,New,Healthcare,11-50,8495,David Johnson,2024-11-06,
LEAD-005462,Tucker PLC,10674,Referral,Opportunity,Professional Services,1-10,3327,Bob Martinez,2024-08-01,
LEAD-005463,Davis-Gilbert,53636,Website,Opportunity,Technology,51-200,50649,Eva Rodriguez,2024-09-02,
LEAD-005464,"Flores, Turner and Rivera",60026,Cold Outbound,Won,Healthcare,201-500,109814,Bob Martinez,2024-11-21,
LEAD-005465,Russell PLC,85920,Event,Opportunity,Healthcare,11-50,6926,Eva Rodriguez,2024-11-21,
LEAD-005466,Thomas Group,76285,Website,Opportunity,Technology,500+,623089,Carol Williams,2024-09-11,
LEAD-005467,Sanchez Ltd,09951,Event,Opportunity,Retail,500+,593429,Bob Martinez,2024-05-24,
LEAD-005468,White-Paul,02104,Partner,Opportunity,Technology,11-50,6340,David Johnson,2024-06-05,
LEAD-005469,Brown and Sons,07609,Referral,New,Finance,11-50,15047,David Johnson,2024-03-12,
LEAD-005470,"Reynolds, Rogers and Holland",44428,Event,Opportunity,Healthcare,11-50,17628,Eva Rodriguez,2024-12-19,
LEAD-005471,"Smith, Nguyen and Guerra",22547,Website,Qualified,Finance,500+,538399,Carol Williams,2024-04-21,
LEAD-005472,"Davis, Roberts and Hernandez",53416,Website,Opportunity,Retail,11-50,22636,Carol Williams,2024-06-07,
LEAD-005473,Johnson-Edwards,34067,Website,Qualified,Technology,11-50,13063,Eva Rodriguez,2024-05-04,
LEAD-005474,"Chapman, Thomas and Davis",53165,Partner,Won,Other,1-10,6143,David Johnson,2024-06-13,2024-08-24
LEAD-005475,Harris Ltd,68567,Website,Won,Manufacturing,51-200,48694,Bob Martinez,2024-02-24,2024-08-11
LEAD-005476,Taylor and Sons,36922,Website,Won,Manufacturing,500+,654419,Alice Chen,2024-01-15,2024-04-26
LEAD-005477,Esparza and Sons,77454,Website,Qualified,Technology,51-200,20178,David Johnson,2024-02-20,
LEAD-005478,Ortega Inc,49317,Cold Outbound,Opportunity,Technology,201-500,124676,Bob Martinez,2024-05-26,
LEAD-005479,Pena Inc,87435,Cold Outbound,Opportunity,Other,51-200,44185,Alice Chen,2024-10-14,
LEAD-005480,"Todd, Jefferson and Wilson",27729,Website,Opportunity,Other,500+,429843,Eva Rodriguez,2024-04-09,
LEAD-005481,"Parker, Walker and Garcia",30362,Event,New,Manufacturing,11-50,25444,Carol Williams,2024-09-06,
LEAD-005482,Cox PLC,50155,Referral,Qualified,Finance,500+,569305,David Johnson,2024-02-15,
LEAD-005483,Moore Ltd,78843,Event,Opportunity,Other,500+,571863,Alice Chen,2024-04-08,
LEAD-005484,Collier-Jenkins,37634,Referral,New,Healthcare,1-10,2792,David Johnson,2024-05-09,
LEAD-005485,Robinson and Sons,66115,Event,Qualified,Manufacturing,1-10,4132,Bob Martinez,2024-06-04,
LEAD-005486,Barton-Evans,58528,Partner,Opportunity,Retail,1-10,4253,David Johnson,2024-06-15,
LEAD-005487,Thompson PLC,67609,Website,Won,Healthcare,11-50,18208,Eva Rodriguez,2024-06-16,2024-09-02
LEAD-005488,Lee-Thompson,07645,Referral,Qualified,Technology,500+,375380,David Johnson,2024-10-10,
LEAD-005489,"Sampson, Wright and Christensen",83948,Partner,Won,Retail,11-50,8936,Alice Chen,2024-09-17,
LEAD-005490,Weber-Camacho,32286,Referral,Qualified,Finance,500+,529266,Eva Rodriguez,2024-04-17,
LEAD-005491,"Berry, Walsh and Ward",82005,Referral,Lost,Other,11-50,20427,Carol Williams,2024-07-02,2024-09-22
LEAD-005492,Kelly Inc,44358,Website,New,Finance,11-50,16339,Bob Martinez,2024-09-24,
LEAD-005493,Osborn Group,49119,Content,New,Manufacturing,51-200,62602,Alice Chen,2024-11-12,
LEAD-005494,Hart-Jones,64454,Event,Lost,Other,500+,459656,Alice Chen,2024-10-23,
LEAD-005495,Horne-Wood,32782,Website,Opportunity,Other,51-200,28818,Carol Williams,2024-12-04,
LEAD-005496,"Dixon, Harvey and Butler",39841,Event,Opportunity,Technology,1-10,6012,Carol Williams,2024-02-10,
LEAD-005497,Kennedy-Riddle,29228,Website,Qualified,Manufacturing,11-50,19770,Eva Rodriguez,2024-04-06,
LEAD-005498,Sweeney-Wolfe,21374,Website,Qualified,Healthcare,51-200,45839,Bob Martinez,2024-04-22,
LEAD-005499,Waters-Rush,52118,Website,Won,Finance,11-50,15156,Bob Martinez,2024-06-17,2024-11-21
LEAD-005500,"Stewart, Hall and Clark",76596,Partner,New,Retail,51-200,44346,Eva Rodriguez,2024-09-28,
LEAD-005501,"Lyons, Russell and Gill",76075,Content,Opportunity,Retail,11-50,15879,Eva Rodriguez,2024-08-02,
LEAD-005502,Adkins-Moore,27049,Content,New,Finance,1-10,6108,Eva Rodriguez,2024-12-06,
LEAD-005503,"Fischer, Price and Bradshaw",20258,Cold Outbound,Qualified,Finance,11-50,14445,Alice Chen,2024-04-25,
LEAD-005504,Morgan Inc,21033,Referral,Qualified,Technology,11-50,11769,David Johnson,2024-09-05,
LEAD-005505,Boyer-Wolfe,55334,Event,Qualified,Other,51-200,52135,David Johnson,2024-03-17,
LEAD-005506,"Garrett, Velazquez and Nguyen",28354,Referral,Opportunity,Retail,201-500,214741,Alice Chen,2024-09-13,
LEAD-005507,Jenkins-Murphy,98684,Event,Won,Technology,51-200,63083,Eva Rodriguez,2024-06-15,2024-10-10
LEAD-005508,Barnett Inc,54628,Cold Outbound,Opportunity,Manufacturing,1-10,5012,Carol Williams,2024-10-31,
LEAD-005509,Long PLC,19783,Referral,Opportunity,Manufacturing,500+,515103,Carol Williams,2024-04-24,
LEAD-005510,"Ruiz, Fowler and Gilbert",99073,Referral,Qualified,Manufacturing,201-500,153967,Alice Chen,2024-12-11,
LEAD-005511,"Cobb, Jones and Davis",29940,Cold Outbound,New,Professional Services,51-200,44477,Eva Rodriguez,2024-09-18,
LEAD-005512,"Miller, Long and Harrington",86455,Website,Opportunity,Professional Services,201-500,76767,Carol Williams,2024-03-17,
LEAD-005513,"Murray, Johnson and Johnson",27792,Referral,Qualified,Healthcare,201-500,107260,Bob Martinez,2024-07-03,
LEAD-005514,Gray Group,91089,Cold Outbound,Opportunity,Other,51-200,47837,Bob Martinez,2024-03-05,
LEAD-005515,Hahn LLC,70795,Referral,Qualified,Manufacturing,51-200,45336,Alice Chen,2024-08-26,
LEAD-005516,Olsen-Haley,93769,Website,New,Retail,201-500,95734,Eva Rodriguez,2024-01-08,
LEAD-005517,"Kemp, Hughes and Hill",27764,Referral,Opportunity,Finance,1-10,4615,Eva Rodriguez,2024-02-15,
LEAD-005518,Krause LLC,52698,Website,Qualified,Technology,201-500,133219,Alice Chen,2024-10-31,
LEAD-005519,Vargas LLC,58437,Referral,Opportunity,Other,51-200,54870,Alice Chen,2024-06-03,
LEAD-005520,Morris LLC,19395,Website,Opportunity,Healthcare,51-200,71088,Eva Rodriguez,2024-10-17,
LEAD-005521,"Frey, Chen and Price",92583,Website,Lost,Finance,11-50,16767,David Johnson,2024-04-25,2024-08-10
LEAD-005522,Christensen-Harris,25569,Cold Outbound,Qualified,Manufacturing,51-200,46808,David Johnson,2024-08-20,
LEAD-005523,Stevens Ltd,77188,Cold Outbound,Opportunity,Technology,1-10,6428,Eva Rodriguez,2024-11-30,
LEAD-005524,"Mccoy, Turner and Lewis",75560,Referral,New,Retail,11-50,11675,David Johnson,2024-04-11,
LEAD-005525,"Mathis, Miller and Contreras",24293,Website,Won,Healthcare,11-50,15765,Carol Williams,2024-09-06,
LEAD-005526,Park-Reyes,38791,Referral,Opportunity,Technology,11-50,17552,David Johnson,2024-08-08,
LEAD-005527,Davis-Ortiz,88612,Website,Lost,Manufacturing,11-50,18772,Eva Rodriguez,2024-01-10,2024-04-30
LEAD-005528,Fleming-Pierce,29133,Referral,Opportunity,Other,51-200,68919,Eva Rodriguez,2024-05-07,
LEAD-005529,Greene Inc,14247,Referral,New,Finance,51-200,49438,Bob Martinez,2024-05-31,
LEAD-005530,Jackson PLC,04110,Partner,Won,Healthcare,201-500,92173,Bob Martinez,2024-02-14,2024-04-08
LEAD-005531,Parsons-Wright,79358,Cold Outbound,Lost,Professional Services,201-500,107266,Bob Martinez,2024-04-15,2024-09-02
LEAD-005532,"Richards, Juarez and Miller",30178,Cold Outbound,New,Professional Services,51-200,55212,Carol Williams,2024-03-30,
LEAD-005533,Stanton-Lewis,87779,Content,New,Retail,11-50,16045,Eva Rodriguez,2024-06-11,
LEAD-005534,Douglas-Harris,90370,Website,Won,Finance,11-50,6419,Bob Martinez,2024-04-16,2024-09-30
LEAD-005535,"Norton, Campbell and Petersen",72000,Website,New,Manufacturing,11-50,19466,David Johnson,2024-11-05,
LEAD-005536,"Baker, Chandler and Friedman",57407,Content,New,Professional Services,201-500,200224,Carol Williams,2024-07-10,
LEAD-005537,"Robinson, Jones and King",71857,Referral,New,Manufacturing,500+,489071,Eva Rodriguez,2024-02-05,
LEAD-005538,Morales LLC,76305,Content,Qualified,Manufacturing,11-50,12256,Carol Williams,2024-09-11,
LEAD-005539,"Garza, Sandoval and Ingram",06734,Referral,New,Manufacturing,201-500,181584,Eva Rodriguez,2024-11-25,
LEAD-005540,Douglas-Livingston,05567,Website,New,Retail,51-200,36122,David Johnson,2024-02-28,
LEAD-005541,"Hoffman, Keith and Castaneda",16107,Event,Qualified,Retail,51-200,31459,David Johnson,2024-06-05,
LEAD-005542,"Kidd, Adkins and Jones",81876,Cold Outbound,Qualified,Retail,11-50,14093,Carol Williams,2024-08-21,
LEAD-005543,Wright and Sons,16490,Referral,Opportunity,Healthcare,51-200,59036,Bob Martinez,2024-11-24,
LEAD-005544,Scott Ltd,43640,Event,Lost,Healthcare,201-500,138795,David Johnson,2024-04-27,2024-06-24
LEAD-005545,"Green, Moore and Brown",42345,Partner,New,Professional Services,51-200,60327,Eva Rodriguez,2024-03-17,
LEAD-005546,Coleman Ltd,63160,Partner,New,Other,500+,588411,Bob Martinez,2024-08-07,
LEAD-005547,"Davis, Hood and Hebert",13567,Referral,Opportunity,Technology,11-50,16352,Carol Williams,2024-03-20,
LEAD-005548,"Reyes, Miller and Cobb",13461,Website,Qualified,Healthcare,201-500,138942,Carol Williams,2024-11-28,
LEAD-005549,"Stephenson, Gibbs and Wilson",18226,Website,Opportunity,Finance,201-500,186654,Bob Martinez,2024-10-30,
LEAD-005550,"Davis, Maldonado and Howe",02627,Event,Opportunity,Finance,51-200,66357,David Johnson,2024-02-22,
LEAD-005551,Escobar-Caldwell,01065,Partner,Opportunity,Retail,1-10,3756,Carol Williams,2024-03-03,
LEAD-005552,"Peters, Rios and Roberts",16128,Referral,Won,Technology,11-50,27453,Alice Chen,2024-02-21,2024-07-29
LEAD-005553,"Stevens, Chen and Stewart",64015,Website,Won,Other,11-50,11849,Eva Rodriguez,2024-12-28,
LEAD-005554,"Jones, Noble and Lewis",57666,Website,New,Professional Services,201-500,136664,Eva Rodriguez,2024-07-04,
LEAD-005555,"Richardson, James and Dalton",25079,Website,New,Finance,11-50,20544,Carol Williams,2024-08-23,
LEAD-005556,Allen Inc,05417,Partner,New,Retail,500+,840566,Eva Rodriguez,2024-12-22,
LEAD-005557,"Porter, Mendez and Rodriguez",50170,Referral,New,Professional Services,51-200,55948,Carol Williams,2024-02-17,
LEAD-005558,"Lutz, Jackson and May",16094,Website,Qualified,Manufacturing,11-50,5690,Bob Martinez,2024-05-15,
LEAD-005559,Wiley-Jones,31626,Event,Opportunity,Other,11-50,18169,Carol Williams,2024-02-02,
LEAD-005560,Robinson-Williams,78726,Website,Qualified,Manufacturing,51-200,55859,Bob Martinez,2024-09-14,
LEAD-005561,Church-Lopez,09208,Event,Lost,Manufacturing,51-200,63011,Alice Chen,2024-06-06,2024-10-07
LEAD-005562,"King, Cooper and Jackson",42860,Event,Qualified,Finance,51-200,40704,Bob Martinez,2024-03-09,
LEAD-005563,"Crawford, Collins and Jones",18710,Cold Outbound,Qualified,Other,1-10,4007,Alice Chen,2024-09-02,
LEAD-005564,Campbell-Le,09021,Referral,Opportunity,Other,11-50,13427,David Johnson,2024-12-28,
LEAD-005565,"Owens, Daniels and Bush",36666,Website,Lost,Healthcare,1-10,7050,David Johnson,2024-07-21,2024-11-15
LEAD-005566,"Melendez, Howard and Myers",37506,Cold Outbound,Opportunity,Professional Services,51-200,27155,Carol Williams,2024-07-15,
LEAD-005567,"Hendrix, Harper and Zavala",04515,Referral,New,Finance,51-200,41562,Carol Williams,2024-05-23,
LEAD-005568,Garza Ltd,92350,Website,New,Other,201-500,128154,David Johnson,2024-10-10,
LEAD-005569,Reynolds-Bailey,87455,Website,New,Manufacturing,51-200,35956,Bob Martinez,2024-12-22,
LEAD-005570,Clark-Cox,66674,Website,Qualified,Other,51-200,12957,Bob Martinez,2024-04-25,
LEAD-005571,Christian and Sons,59254,Website,Won,Finance,201-500,179813,David Johnson,2024-09-04,2024-12-07
LEAD-005572,"Miller, Moore and Powell",86144,Referral,Qualified,Professional Services,1-10,6236,David Johnson,2024-05-20,
LEAD-005573,Richardson-Green,01548,Referral,Won,Finance,1-10,2446,Eva Rodriguez,2024-07-04,2024-08-24
LEAD-005574,Alvarado Inc,39044,Referral,Qualified,Retail,500+,672342,Bob Martinez,2024-11-29,
LEAD-005575,"Mccall, Rodriguez and Walker",50055,Referral,Opportunity,Technology,11-50,11294,Carol Williams,2024-07-16,
LEAD-005576,"Sosa, Fisher and White",05812,Cold Outbound,Lost,Technology,51-200,65252,Alice Chen,2024-11-01,2024-12-27
LEAD-005577,"Hunt, Strickland and Garcia",01175,Referral,Lost,Technology,51-200,59093,Bob Martinez,2024-01-02,2024-05-04
LEAD-005578,"Hooper, Jenkins and Weaver",08233,Referral,Opportunity,Other,51-200,41363,Bob Martinez,2024-09-18,
LEAD-005579,Mcneil-Brock,13646,Referral,Opportunity,Retail,1-10,3199,Bob Martinez,2024-07-07,
LEAD-005580,Herrera Inc,62329,Website,Lost,Finance,51-200,28170,Carol Williams,2024-06-07,2024-07-29
LEAD-005581,Lee Ltd,15092,Event,Opportunity,Manufacturing,1-10,3701,Alice Chen,2024-02-17,
LEAD-005582,Berg-Keller,18851,Cold Outbound,Qualified,Manufacturing,1-10,4305,Carol Williams,2024-03-30,
LEAD-005583,Arnold and Sons,23437,Partner,Opportunity,Finance,1-10,2667,David Johnson,2024-08-03,
LEAD-005584,Campbell PLC,36902,Event,New,Professional Services,500+,539977,Alice Chen,2024-07-01,
LEAD-005585,Cline-Fox,47413,Referral,New,Healthcare,51-200,48726,Carol Williams,2024-08-23,
LEAD-005586,"Larson, Johnson and Nelson",05614,Cold Outbound,New,Retail,51-200,48855,David Johnson,2024-10-09,
LEAD-005587,"Adams, Jacobs and Wilson",49394,Event,Qualified,Healthcare,500+,450855,Eva Rodriguez,2024-12-11,
LEAD-005588,Bush and Sons,45986,Event,Won,Healthcare,11-50,13673,David Johnson,2024-09-16,2024-11-21
LEAD-005589,Mckenzie LLC,25960,Partner,Opportunity,Professional Services,51-200,42860,Carol Williams,2024-05-03,
LEAD-005590,Pennington-Martin,84797,Cold Outbound,Opportunity,Manufacturing,11-50,12583,Carol Williams,2024-07-25,
LEAD-005591,"Anderson, Petersen and Moody",57737,Referral,Opportunity,Manufacturing,51-200,80941,Eva Rodriguez,2024-04-22,
LEAD-005592,Bowman Ltd,47606,Website,Won,Retail,51-200,59423,Eva Rodriguez,2024-07-09,2024-09-27
LEAD-005593,"Hooper, George and Marshall",31992,Website,Opportunity,Manufacturing,201-500,171489,Carol Williams,2024-01-12,
LEAD-005594,House Inc,10041,Event,Qualified,Healthcare,1-10,6677,Alice Chen,2024-01-10,
LEAD-005595,Garcia-Roberts,93862,Cold Outbound,New,Other,11-50,12485,David Johnson,2024-05-07,
LEAD-005596,Turner PLC,44137,Referral,Opportunity,Manufacturing,1-10,3023,Alice Chen,2024-12-04,
LEAD-005597,Buchanan PLC,13032,Website,Opportunity,Finance,51-200,51077,Bob Martinez,2024-12-27,
LEAD-005598,"Baker, Harrison and Ortiz",60025,Referral,Lost,Finance,500+,601631,Eva Rodriguez,2024-04-21,2024-08-30
LEAD-005599,"Stephenson, Anderson and Johnson",11642,Partner,Won,Manufacturing,51-200,48257,Alice Chen,2024-09-06,
LEAD-005600,"Craig, House and Walker",51032,Partner,Qualified,Manufacturing,500+,442600,Eva Rodriguez,2024-03-27,
LEAD-005601,Jimenez-Durham,84711,Cold Outbound,New,Retail,11-50,16139,Carol Williams,2024-10-02,
LEAD-005602,Nunez and Sons,61404,Cold Outbound,New,Healthcare,201-500,75142,Bob Martinez,2024-08-04,
LEAD-005603,"Mejia, Contreras and Davis",87094,Event,Qualified,Technology,51-200,43905,Bob Martinez,2024-08-29,
LEAD-005604,"Stein, Wallace and Velazquez",31899,Website,Lost,Healthcare,51-200,50596,David Johnson,2024-11-15,
LEAD-005605,"Powell, Johnston and Flores",44008,Referral,Qualified,Other,1-10,3866,Eva Rodriguez,2024-08-02,
LEAD-005606,Rosario-Melendez,49270,Website,Qualified,Technology,51-200,50388,Eva Rodriguez,2024-08-18,
LEAD-005607,"Torres, Tate and Gardner",36972,Referral,Qualified,Other,51-200,43574,Carol Williams,2024-03-13,
LEAD-005608,"Jacobson, Smith and Barnes",56852,Referral,Qualified,Manufacturing,51-200,42356,Eva Rodriguez,2024-08-07,
LEAD-005609,"Williams, Evans and English",68635,Referral,Won,Other,51-200,47757,Eva Rodriguez,2024-08-24,2024-11-30
LEAD-005610,"Patterson, Bennett and Luna",51423,Referral,Won,Healthcare,11-50,14540,Eva Rodriguez,2024-05-08,2024-07-03
LEAD-005611,Stevens-Hall,99610,Website,Opportunity,Finance,51-200,71568,David Johnson,2024-04-16,
LEAD-005612,Wallace-Williams,52808,Cold Outbound,Opportunity,Healthcare,11-50,12813,David Johnson,2024-05-03,
LEAD-005613,Wallace Inc,29686,Website,Qualified,Manufacturing,1-10,6340,Eva Rodriguez,2024-06-11,
LEAD-005614,"Castro, Evans and Nolan",08180,Event,New,Finance,51-200,22349,David Johnson,2024-02-24,
LEAD-005615,Robinson-Smith,37247,Event,Won,Other,11-50,23011,David Johnson,2024-03-16,2024-07-31
LEAD-005616,Sharp-Gilbert,21568,Referral,Lost,Healthcare,500+,491086,Bob Martinez,2024-09-05,2024-11-01
LEAD-005617,"Sweeney, Phillips and Turner",65892,Cold Outbound,Opportunity,Technology,51-200,69044,Eva Rodriguez,2024-11-29,
LEAD-005618,Morris Inc,70166,Referral,Qualified,Finance,51-200,65146,Eva Rodriguez,2024-04-19,
LEAD-005619,"Lopez, Manning and Santana",23321,Website,Opportunity,Finance,51-200,54145,Carol Williams,2024-03-23,
LEAD-005620,Hunt-Wang,36402,Website,Opportunity,Finance,11-50,14499,Eva Rodriguez,2024-02-01,
LEAD-005621,Fletcher-Parker,94892,Cold Outbound,New,Manufacturing,51-200,67056,Carol Williams,2024-05-08,
LEAD-005622,Wright-Marks,79190,Event,Opportunity,Finance,51-200,50579,David Johnson,2024-02-11,
LEAD-005623,Nichols-Stewart,37435,Event,Lost,Technology,51-200,49203,Eva Rodriguez,2024-11-24,
LEAD-005624,"Hebert, Cruz and Flowers",74307,Website,Qualified,Other,1-10,5451,Bob Martinez,2024-11-10,
LEAD-005625,Smith-Ramirez,48856,Website,Lost,Healthcare,201-500,176079,Eva Rodriguez,2024-06-24,2024-08-14
LEAD-005626,Allen and Sons,29549,Website,Lost,Manufacturing,51-200,55677,Alice Chen,2024-09-12,
LEAD-005627,Oliver LLC,89060,Website,New,Technology,51-200,68733,Carol Williams,2024-08-20,
LEAD-005628,Howard-Galvan,11323,Referral,Qualified,Other,201-500,170242,Alice Chen,2024-05-05,
LEAD-005629,"Medina, Cochran and Fox",30170,Referral,Opportunity,Finance,11-50,11150,Alice Chen,2024-01-18,
LEAD-005630,Smith-Clayton,79812,Referral,Opportunity,Manufacturing,201-500,206271,David Johnson,2024-06-17,
LEAD-005631,White-Macias,81403,Website,Opportunity,Manufacturing,11-50,13610,Eva Rodriguez,2024-08-21,
LEAD-005632,Ramos Inc,64119,Event,Qualified,Retail,51-200,21870,Eva Rodriguez,2024-04-24,
LEAD-005633,Burke and Sons,03966,Referral,Qualified,Healthcare,51-200,41294,Bob Martinez,2024-04-27,
LEAD-005634,Russell PLC,23678,Event,Lost,Finance,11-50,19506,Carol Williams,2024-12-17,
LEAD-005635,Howard and Sons,77878,Website,New,Retail,201-500,124015,Carol Williams,2024-03-09,
LEAD-005636,Reyes-Clark,01150,Partner,Won,Technology,51-200,11975,Bob Martinez,2024-06-02,2024-11-26
LEAD-005637,Andersen LLC,99004,Partner,Opportunity,Professional Services,201-500,168349,Eva Rodriguez,2024-01-13,
LEAD-005638,Martinez and Sons,77357,Partner,Opportunity,Retail,51-200,29327,David Johnson,2024-03-01,
LEAD-005639,"Williams, Schmidt and Pace",47463,Referral,Lost,Other,1-10,4432,Alice Chen,2024-01-03,2024-03-04
LEAD-005640,Hernandez Group,12981,Partner,New,Finance,1-10,7380,Alice Chen,2024-09-17,
LEAD-005641,"Williams, Ray and Day",28241,Website,New,Finance,51-200,73799,Eva Rodriguez,2024-05-25,
LEAD-005642,"Perez, Munoz and Miller",08600,Referral,Won,Finance,1-10,5036,Carol Williams,2024-01-01,2024-06-25
LEAD-005643,Lucas and Sons,93396,Cold Outbound,Lost,Finance,201-500,174365,Bob Martinez,2024-08-13,2024-09-15
LEAD-005644,"Peterson, Garcia and Thomas",45132,Website,Won,Technology,11-50,18057,Alice Chen,2024-05-26,2024-06-27
LEAD-005645,"Robbins, Campbell and Vasquez",67888,Website,Won,Technology,51-200,73911,David Johnson,2024-10-14,
LEAD-005646,Gomez-Greene,00823,Partner,Qualified,Technology,51-200,74258,Eva Rodriguez,2024-10-09,
LEAD-005647,Riley-Howell,19195,Referral,Qualified,Finance,51-200,50362,Eva Rodriguez,2024-03-29,
LEAD-005648,Mitchell LLC,95784,Cold Outbound,New,Technology,11-50,21406,Bob Martinez,2024-11-08,
LEAD-005649,Taylor and Sons,11359,Referral,Opportunity,Professional Services,201-500,117469,Eva Rodriguez,2024-05-29,
LEAD-005650,"Burton, Owens and Casey",10392,Website,New,Professional Services,1-10,6420,David Johnson,2024-04-20,
LEAD-005651,Bennett-Alexander,38241,Referral,New,Professional Services,51-200,34382,Eva Rodriguez,2024-11-21,
LEAD-005652,Wallace Ltd,16002,Referral,Opportunity,Technology,1-10,2970,Carol Williams,2024-08-26,
LEAD-005653,Landry-Gomez,89325,Referral,Won,Technology,11-50,15963,David Johnson,2024-08-26,2024-11-12
LEAD-005654,"Gaines, Mora and Santiago",65899,Referral,Won,Professional Services,51-200,38614,Eva Rodriguez,2024-06-15,2024-09-09
LEAD-005655,Dawson-Morgan,45668,Website,Qualified,Manufacturing,51-200,29740,Bob Martinez,2024-03-09,
LEAD-005656,"Ruiz, Kemp and Barnes",16887,Referral,New,Finance,500+,300980,Eva Rodriguez,2024-01-11,
LEAD-005657,"Moore, Miller and Graves",42595,Referral,New,Technology,500+,622581,Bob Martinez,2024-07-04,
LEAD-005658,"Brown, Bates and Robles",82414,Event,Opportunity,Other,51-200,39032,Alice Chen,2024-01-24,
LEAD-005659,Anderson Inc,88997,Event,Qualified,Retail,11-50,20947,Bob Martinez,2024-02-14,
LEAD-005660,Mendoza-Payne,58408,Website,Opportunity,Finance,500+,653866,Carol Williams,2024-01-10,
LEAD-005661,Soto-Woods,56544,Referral,New,Retail,11-50,15948,David Johnson,2024-03-20,
LEAD-005662,Sanchez-Hernandez,90148,Partner,New,Professional Services,500+,501622,Carol Williams,2024-07-07,
LEAD-005663,Ryan PLC,20858,Cold Outbound,Won,Finance,1-10,3808,Carol Williams,2024-01-28,2024-05-01
LEAD-005664,Gray Ltd,68241,Website,Qualified,Technology,51-200,48780,Alice Chen,2024-10-06,
LEAD-005665,Holland-Richardson,29424,Cold Outbound,New,Finance,11-50,18767,David Johnson,2024-12-20,
